Date,Open,High,Low,Close,Adj Close,Volume
11/6/2021,0.163105,0.189615,0.105044,0.186029,0.186029,2707223
11/7/2021,0.186061,0.325484,0.172113,0.274114,0.274114,1374347
11/8/2021,0.274119,0.282654,0.21563,0.216272,0.216272,686072
11/9/2021,0.216266,0.276173,0.213618,0.270255,0.270255,404432
11/10/2021,0.270276,0.33926,0.270248,0.319796,0.319796,771479
11/11/2021,0.319779,0.551507,0.319592,0.522406,0.522406,1332793
11/12/2021,0.521747,0.654965,0.493539,0.642687,0.642687,1524232
11/13/2021,0.643472,0.905091,0.636855,0.72375,0.72375,1641827
11/14/2021,0.7237,0.762524,0.524905,0.624513,0.624513,2010374
11/15/2021,0.624636,0.673138,0.296543,0.352692,0.352692,2095898
11/16/2021,0.353237,0.353942,0.272282,0.299568,0.299568,903265
11/17/2021,0.299521,0.308823,0.265383,0.287421,0.287421,510286
11/18/2021,0.287387,0.288411,0.21463,0.224693,0.224693,564040
11/19/2021,0.224668,0.283746,0.220607,0.270144,0.270144,378864
11/20/2021,0.27012,0.274859,0.24908,0.250687,0.250687,185598
11/21/2021,0.250847,0.253939,0.242573,0.250405,0.250405,191816
11/22/2021,0.25031,0.255615,0.243737,0.250516,0.250516,189907
11/23/2021,0.250504,0.297466,0.249541,0.288655,0.288655,444401
11/24/2021,0.28863,0.310766,0.283304,0.301025,0.301025,490933
11/25/2021,0.297321,0.309946,0.297063,0.303735,0.303735,427850
11/26/2021,0.308451,0.311747,0.276863,0.294558,0.294558,359936
11/27/2021,0.294518,0.294518,0.26409,0.266283,0.266283,264161
11/28/2021,0.2662,0.275279,0.265376,0.267941,0.267941,189116
11/29/2021,0.267855,0.271384,0.236462,0.238617,0.238617,289421
11/30/2021,0.238553,0.24339,0.229264,0.23225,0.23225,279877
12/1/2021,0.232219,0.248229,0.232219,0.245822,0.245822,237990
12/2/2021,0.245819,0.248109,0.236956,0.240315,0.240315,190834
12/3/2021,0.240532,2.384976,0.236453,0.258409,0.258409,425163
12/4/2021,0.258396,0.267009,0.244646,0.256546,0.256546,413988
12/5/2021,0.256526,0.257058,0.243795,0.253042,0.253042,211451
12/6/2021,0.253076,0.255371,0.212826,0.251259,0.251259,692774
12/7/2021,0.251366,0.393412,0.236412,0.383261,0.383261,1271146
12/8/2021,0.383247,0.66937,0.331765,0.539853,0.539853,3111260
12/9/2021,0.539257,0.595341,0.455021,0.472182,0.472182,2899011
