Date,Open,High,Low,Close,Adj Close,Volume
6/1/2021,0.849472,0.868016,0.800399,0.828951,0.828951,98158637
6/2/2021,0.829658,0.874694,0.808276,0.857035,0.857035,81083447
6/3/2021,0.857995,0.903657,0.841039,0.88684,0.88684,85097418
6/4/2021,0.88938,0.897399,0.773811,0.815569,0.815569,131971870
6/5/2021,0.815585,0.889306,0.789855,0.816988,0.816988,120065809
6/6/2021,0.815925,0.831044,0.802242,0.822074,0.822074,50556306
6/7/2021,0.82188,0.833099,0.736551,0.740986,0.740986,68154428
6/8/2021,0.741592,0.75673,0.631497,0.714197,0.714197,104684975
6/9/2021,0.712158,0.739758,0.666419,0.737089,0.737089,102177199
6/10/2021,0.738019,0.74038,0.680114,0.698737,0.698737,62936142
6/11/2021,0.698692,0.78658,0.676763,0.694044,0.694044,146561349
6/12/2021,0.694617,0.694617,0.628153,0.657534,0.657534,74973188
6/13/2021,0.657903,0.698352,0.641184,0.693372,0.693372,51869572
6/14/2021,0.693251,0.71561,0.675041,0.698854,0.698854,51321953
6/15/2021,0.711267,0.737348,0.692223,0.71243,0.71243,45665209
6/16/2021,0.710882,0.755004,0.687594,0.706831,0.706831,92411095
6/17/2021,0.708213,0.730905,0.669261,0.689797,0.689797,48515154
6/18/2021,0.690381,0.690381,0.617605,0.64683,0.64683,46260884
6/19/2021,0.647718,0.660589,0.62535,0.633016,0.633016,31617557
6/20/2021,0.631497,0.636526,0.57934,0.624595,0.624595,43009422
6/21/2021,0.623752,0.626329,0.46296,0.464865,0.464865,68706769
6/22/2021,0.464085,0.507584,0.373717,0.43678,0.43678,86824353
6/23/2021,0.437189,0.51055,0.415313,0.488502,0.488502,63859880
6/24/2021,0.504504,0.549976,0.469087,0.526644,0.526644,49192644
6/25/2021,0.526323,0.545392,0.467185,0.474439,0.474439,44687139
6/26/2021,0.473179,0.489998,0.438596,0.468862,0.468862,36847295
6/27/2021,0.470484,0.494324,0.45426,0.493622,0.493622,31258804
6/28/2021,0.493604,0.515955,0.484328,0.50681,0.50681,34141119
6/29/2021,0.507474,0.562818,0.505752,0.547257,0.547257,43836559
6/30/2021,0.549834,0.580907,0.514488,0.580023,0.580023,54994687
7/1/2021,0.580019,0.596296,0.523892,0.552599,0.552599,50710401
7/2/2021,0.550714,0.558713,0.51087,0.539899,0.539899,31471121
7/3/2021,0.539151,0.572736,0.529747,0.559197,0.559197,30737592
7/4/2021,0.55917,0.598556,0.540764,0.580483,0.580483,47432938
7/5/2021,0.580365,0.580365,0.53386,0.547645,0.547645,46720451
7/6/2021,0.546944,0.631578,0.546702,0.613633,0.613633,149327989
7/7/2021,0.614137,0.787742,0.608543,0.723781,0.723781,503459272
7/8/2021,0.724229,0.845927,0.622915,0.641034,0.641034,598405680
7/9/2021,0.64102,0.720367,0.600077,0.697471,0.697471,303670865
7/10/2021,0.694736,0.785469,0.682711,0.752219,0.752219,429496159
7/11/2021,0.750019,0.783366,0.719759,0.744221,0.744221,200862556
7/12/2021,0.744939,0.744939,0.663693,0.678573,0.678573,137513155
7/13/2021,0.678372,0.709717,0.643915,0.650678,0.650678,160121287
7/14/2021,0.650651,0.744624,0.589235,0.716695,0.716695,277951110
7/15/2021,0.714017,0.756096,0.643189,0.660184,0.660184,338543310
7/16/2021,0.661204,0.683336,0.605419,0.608306,0.608306,140192790
7/17/2021,0.606878,0.616514,0.58947,0.604513,0.604513,96421838
7/18/2021,0.604852,0.650567,0.600115,0.61216,0.61216,110279511
7/19/2021,0.612503,0.615644,0.556856,0.559303,0.559303,69867035
7/20/2021,0.560847,0.563628,0.494948,0.517784,0.517784,93066464
7/21/2021,0.517518,0.58805,0.503009,0.579066,0.579066,120436334
7/22/2021,0.579338,0.603997,0.571077,0.590954,0.590954,130753190
7/23/2021,0.590863,0.68614,0.584185,0.675563,0.675563,277764119
7/24/2021,0.675389,0.757114,0.66161,0.717151,0.717151,353133833
7/25/2021,0.716614,0.740061,0.675167,0.709946,0.709946,195728025
7/26/2021,0.709234,0.751734,0.673482,0.691163,0.691163,241821292
7/27/2021,0.689946,0.732298,0.63964,0.69618,0.69618,186004475
7/28/2021,0.698867,0.713284,0.672756,0.690113,0.690113,146363205
7/29/2021,0.690988,0.718704,0.673322,0.705371,0.705371,137190369
7/30/2021,0.707824,0.720578,0.67788,0.72039,0.72039,122143917
7/31/2021,0.719581,0.730849,0.698584,0.719192,0.719192,97941367
8/1/2021,0.717525,0.746163,0.67544,0.688013,0.688013,123458565
8/2/2021,0.686239,0.713455,0.675909,0.691242,0.691242,89480689
8/3/2021,0.69136,0.700027,0.663412,0.693332,0.693332,89607608
8/4/2021,0.694755,0.729716,0.680712,0.725731,0.725731,120924681
8/5/2021,0.727912,0.740325,0.694014,0.735736,0.735736,150706958
8/6/2021,0.735241,0.759762,0.717348,0.750002,0.750002,145309828
8/7/2021,0.750101,0.779307,0.737743,0.770549,0.770549,174646307
8/8/2021,0.771889,0.772728,0.709525,0.719177,0.719177,131812881
8/9/2021,0.719432,0.766076,0.695682,0.753815,0.753815,147624561
8/10/2021,0.753065,0.850329,0.739665,0.828038,0.828038,411828666
8/11/2021,0.827661,0.862382,0.808233,0.823656,0.823656,273127795
8/12/2021,0.823054,0.850041,0.763886,0.800826,0.800826,222856127
8/13/2021,0.800549,0.843585,0.786472,0.843182,0.843182,143965358
8/14/2021,0.842519,0.854082,0.806483,0.838696,0.838696,142760236
8/15/2021,0.838537,0.869075,0.800245,0.869075,0.869075,136448642
8/16/2021,0.869182,0.915545,0.845305,0.851151,0.851151,216828464
8/17/2021,0.847523,0.875737,0.795999,0.799115,0.799115,191567578
8/18/2021,0.798659,0.813049,0.755344,0.777532,0.777532,142365559
8/19/2021,0.776434,0.819008,0.757737,0.818239,0.818239,117079590
8/20/2021,0.819352,0.850805,0.802733,0.843449,0.843449,131838838
8/21/2021,0.843705,0.943009,0.832907,0.874056,0.874056,294898588
8/22/2021,0.875287,0.909456,0.847281,0.884209,0.884209,163178646
8/23/2021,0.884288,0.926201,0.875083,0.926201,0.926201,185900497
8/24/2021,0.927379,0.968604,0.834035,0.851882,0.851882,281632041
8/25/2021,0.852979,0.95697,0.83529,0.954014,0.954014,320664398
8/26/2021,0.95644,0.991982,0.862255,0.893729,0.893729,416830078
8/27/2021,0.891799,0.935851,0.854122,0.93022,0.93022,216386313
8/28/2021,0.930429,0.943489,0.915046,0.923223,0.923223,149170119
8/29/2021,0.923372,1.048357,0.88174,1.021127,1.021127,412526285
8/30/2021,1.024464,1.105802,0.939247,0.946863,0.946863,447380027
8/31/2021,0.946579,0.981714,0.922707,0.943173,0.943173,194824541
9/1/2021,0.943388,0.98298,0.918417,0.982482,0.982482,190492796
9/2/2021,0.981853,0.990127,0.953305,0.966875,0.966875,142459096
9/3/2021,0.966457,1.063115,0.944948,0.995571,0.995571,303816671
9/4/2021,0.994656,1.06773,0.991828,1.052638,1.052638,237153979
9/5/2021,1.054674,1.079428,1.021999,1.077622,1.077622,167335952
9/6/2021,1.078315,1.078315,1.010271,1.04199,1.04199,195347801
9/7/2021,1.043138,1.043138,0.739184,0.832562,0.832562,377247637
9/8/2021,0.832958,0.884347,0.758588,0.852844,0.852844,253472005
9/9/2021,0.837605,0.893983,0.833085,0.870631,0.870631,143878508
9/10/2021,0.873118,0.900397,0.795191,0.818382,0.818382,125652384
9/11/2021,0.817899,0.852203,0.81496,0.831418,0.831418,73240086
9/12/2021,0.833573,0.856155,0.815004,0.846124,0.846124,82645110
9/13/2021,0.847089,0.851992,0.766601,0.821233,0.821233,170796795
9/14/2021,0.8204,0.859679,0.811428,0.844335,0.844335,105426359
9/15/2021,0.844825,0.861796,0.829981,0.861608,0.861608,76679274
9/16/2021,0.861284,0.880537,0.828571,0.841202,0.841202,97040837
9/17/2021,0.842471,0.852893,0.806057,0.815505,0.815505,76400555
9/18/2021,0.815562,0.838227,0.807044,0.821918,0.821918,51565635
9/19/2021,0.822411,0.823391,0.789402,0.800125,0.800125,55312939
9/20/2021,0.800752,0.801313,0.670551,0.674206,0.674206,142239364
9/21/2021,0.679519,0.695483,0.602255,0.614583,0.614583,112403411
9/22/2021,0.613863,0.73981,0.6018,0.735463,0.735463,108797949
9/23/2021,0.735129,0.777612,0.705121,0.764349,0.764349,91738982
9/24/2021,0.765141,0.767304,0.64437,0.702174,0.702174,120305099
9/25/2021,0.702433,0.713358,0.666399,0.692848,0.692848,59216687
9/26/2021,0.693119,0.759377,0.659701,0.714016,0.714016,277207351
9/27/2021,0.715321,0.722242,0.662878,0.663634,0.663634,91525202
9/28/2021,0.661759,0.683482,0.617115,0.619152,0.619152,103762949
9/29/2021,0.62006,0.671324,0.616469,0.647256,0.647256,87819395
9/30/2021,0.645685,0.697392,0.642531,0.688232,0.688232,88766690
10/1/2021,0.689574,0.759664,0.680543,0.752952,0.752952,118813928
10/2/2021,0.753739,0.782058,0.739827,0.753345,0.753345,96996179
10/3/2021,0.752185,0.771574,0.739199,0.765275,0.765275,76887615
10/4/2021,0.76849,0.828786,0.726742,0.766261,0.766261,242492275
10/5/2021,0.766634,0.784447,0.747183,0.781664,0.781664,119228151
10/6/2021,0.780715,0.793452,0.725965,0.776113,0.776113,118911401
10/7/2021,0.775741,0.781053,0.749251,0.771234,0.771234,80432781
10/8/2021,0.772027,0.813805,0.770688,0.813805,0.813805,116963615
10/9/2021,0.814035,0.839713,0.800381,0.839713,0.839713,108702962
10/10/2021,0.841205,0.841205,0.768239,0.77213,0.77213,76825493
10/11/2021,0.769971,0.799809,0.74802,0.763221,0.763221,87539224
10/12/2021,0.763575,0.763575,0.71477,0.754211,0.754211,68893417
10/13/2021,0.755207,0.769248,0.734147,0.76764,0.76764,62866845
10/14/2021,0.769006,0.788879,0.759937,0.773497,0.773497,62862165
10/15/2021,0.773899,0.776328,0.738841,0.75708,0.75708,97945427
10/16/2021,0.756954,0.864098,0.756954,0.805277,0.805277,203353463
10/17/2021,0.809358,0.812991,0.738557,0.766257,0.766257,107039041
10/18/2021,0.765083,0.771052,0.738234,0.749397,0.749397,66583624
10/19/2021,0.749927,0.777997,0.741988,0.772761,0.772761,75499722
10/20/2021,0.773496,0.843966,0.768817,0.814566,0.814566,151938014
10/21/2021,0.815169,0.831896,0.781695,0.787965,0.787965,113312946
10/22/2021,0.788779,0.813294,0.778603,0.791398,0.791398,76945135
10/23/2021,0.79022,0.799899,0.781431,0.794013,0.794013,50314457
10/24/2021,0.794446,0.800749,0.755189,0.778649,0.778649,60915059
10/25/2021,0.778677,0.8103,0.772883,0.809092,0.809092,66854730
10/26/2021,0.808451,0.857097,0.801894,0.815543,0.815543,144589228
10/27/2021,0.815585,0.856248,0.72084,0.753363,0.753363,192403484
10/28/2021,0.753463,0.994092,0.747774,0.921315,0.921315,514335612
10/29/2021,0.925921,1.484803,0.924383,1.399354,1.399354,4627792912
10/30/2021,1.395306,4.691108,1.288157,3.564692,3.564692,27574037170
10/31/2021,3.581095,4.161746,2.565811,2.89226,2.89226,14350759420
11/1/2021,2.888525,3.524432,2.629255,3.04813,3.04813,7550437209
11/2/2021,3.034263,3.441218,2.930539,3.08258,3.08258,4844009466
11/3/2021,3.106975,3.181673,2.716242,2.854916,2.854916,2714746340
11/4/2021,2.862364,2.931061,2.424743,2.510128,2.510128,2091599232
11/5/2021,2.505528,2.739024,2.371853,2.605363,2.605363,2130677817
11/6/2021,2.598464,3.067717,2.598464,2.814137,2.814137,3564912300
11/7/2021,2.815379,2.986382,2.733604,2.823795,2.823795,1445550301
11/8/2021,2.830486,2.879212,2.662486,2.696331,2.696331,1055546304
11/9/2021,2.693981,2.711207,2.513228,2.544488,2.544488,928050294
11/10/2021,2.549532,2.871799,2.229022,2.503967,2.503967,1960668646
11/11/2021,2.504919,2.84973,2.433946,2.681482,2.681482,1545844418
11/12/2021,2.676757,3.465929,2.644329,3.297853,3.297853,6512874646
11/13/2021,3.306898,3.792297,3.150844,3.241855,3.241855,5443230227
11/14/2021,3.252204,3.344731,3.103462,3.209387,3.209387,1873423296
11/15/2021,3.214781,3.495181,3.164736,3.287029,3.287029,2068495821
11/16/2021,3.299184,3.428023,2.750642,3.251875,3.251875,3617130641
11/17/2021,3.246473,3.51513,3.125484,3.342849,3.342849,2557418928
11/18/2021,3.353333,3.974976,3.228896,3.745672,3.745672,6008028065
11/19/2021,3.748953,4.338775,3.748953,4.290613,4.290613,5583381823
11/20/2021,4.292812,4.348815,3.853068,4.014725,4.014725,2355194372
11/21/2021,4.021112,4.108279,3.618878,3.659434,3.659434,1887447766
11/22/2021,3.655118,4.109709,3.53883,4.090838,4.090838,3350463832
11/23/2021,4.092688,4.302036,3.933164,4.020993,4.020993,3777678884
11/24/2021,4.022392,5.483047,3.939846,4.36919,4.36919,3861055066
11/25/2021,5.161565,5.902317,4.691721,5.479181,5.479181,10281214386
11/26/2021,5.199132,5.454984,4.41938,4.639659,4.639659,4463111009
11/27/2021,4.659389,4.92697,4.365742,4.703832,4.703832,2468735913
11/28/2021,4.712204,5.151783,4.311634,5.113992,5.113992,3189265385
11/29/2021,5.150117,5.233889,4.820426,4.881831,4.881831,2486873969
11/30/2021,4.885954,4.93378,4.548342,4.63505,4.63505,2244146596
12/1/2021,4.644677,4.819582,4.446453,4.549871,4.549871,1846999955
12/2/2021,4.554646,4.554646,4.220287,4.401532,4.401532,1414051889
12/3/2021,4.411054,4.434362,3.735089,3.908493,3.908493,1534295178
12/4/2021,3.919306,4.223947,2.624086,4.118444,4.118444,4101335296
12/5/2021,4.11912,4.146481,3.523678,3.702094,3.702094,1737989978
12/6/2021,3.693474,3.921114,3.232086,3.776556,3.776556,1790405532
12/7/2021,3.780572,4.1444,3.678112,3.82714,3.82714,1406119788
12/8/2021,3.82032,3.8298,3.577549,3.77667,3.77667,984421997
12/9/2021,3.766848,3.895028,3.420231,3.464618,3.464618,1132730928
12/10/2021,3.461477,3.595965,3.22188,3.243251,3.243251,787384189
12/11/2021,3.244038,3.488601,3.177853,3.476648,3.476648,577356987
12/12/2021,3.477803,3.674281,3.456948,3.633766,3.633766,794809462
12/13/2021,3.631013,3.692859,3.11127,3.168044,3.168044,710105035
12/14/2021,3.16938,3.263907,3.014166,3.028805,3.028805,680704003
12/15/2021,3.169194,3.407065,2.941366,3.335259,3.335259,943900109
12/16/2021,3.338561,3.423652,3.123464,3.142296,3.142296,638347251
12/17/2021,3.15058,3.226724,2.974392,3.072275,3.072275,581052669
12/18/2021,3.073345,3.496866,3.030862,3.430469,3.430469,1090995123
12/19/2021,3.4335,3.616463,3.254286,3.259592,3.259592,999804449
12/20/2021,3.258758,3.328162,3.023061,3.189034,3.189034,942659869
12/21/2021,3.192155,3.330098,3.132192,3.292026,3.292026,783139920
12/22/2021,3.287772,3.390657,3.23148,3.288335,3.288335,711508519
12/23/2021,3.290135,3.74643,3.21326,3.676602,3.676602,1195543490
12/24/2021,3.684551,3.860016,3.457048,3.505177,3.505177,1265552509
12/25/2021,3.509562,3.850275,3.487093,3.747978,3.747978,983677431
12/26/2021,3.74737,3.934443,3.637659,3.864219,3.864219,912150270
12/27/2021,3.860714,3.965035,3.729546,3.739624,3.739624,819191804
12/28/2021,3.742082,3.742082,3.308506,3.347377,3.347377,1056170829
12/29/2021,3.346845,3.466075,3.213216,3.250934,3.250934,725537802
12/30/2021,3.260372,3.36544,3.171918,3.293143,3.293143,501913325
12/31/2021,3.293752,3.414306,3.200101,3.270671,3.270671,561240411
1/1/2022,3.271581,3.35338,3.269719,3.345399,3.345399,295502068
1/2/2022,3.345108,3.376786,3.276128,3.339873,3.339873,327806774
1/3/2022,3.339645,3.353661,3.220764,3.251963,3.251963,366256772
1/4/2022,3.252443,3.301344,3.15154,3.177803,3.177803,376134545
1/5/2022,3.177553,3.263459,2.733707,2.926475,2.926475,672035205
1/6/2022,2.926038,3.426176,2.803444,3.385951,3.385951,1865589921
1/7/2022,3.383578,3.411852,3.031758,3.051883,3.051883,1406585783
1/8/2022,3.052506,3.126531,2.85524,2.93841,2.93841,620523173
1/9/2022,2.938406,3.040416,2.860044,2.940696,2.940696,554113014
1/10/2022,2.940788,2.967556,2.65024,2.818007,2.818007,696423631
1/11/2022,2.81758,2.939564,2.764386,2.931364,2.931364,546691476
1/12/2022,2.93142,3.099753,2.919148,3.088842,3.088842,578911263
1/13/2022,3.088584,3.096381,2.893336,2.893336,2.893336,503106676
1/14/2022,2.893974,3.01205,2.827982,2.955072,2.955072,425732036
1/15/2022,2.955532,3.05445,2.922272,2.993889,2.993889,362245749
1/16/2022,2.993755,3.186501,2.936572,3.116931,3.116931,581493907
1/17/2022,3.117762,3.175084,2.876272,2.906529,2.906529,550524183
1/18/2022,2.906702,2.923826,2.793633,2.859785,2.859785,362201530
1/19/2022,2.86,2.891621,2.71562,2.735672,2.735672,325736842
1/20/2022,2.735914,2.887159,2.629119,2.629466,2.629466,248578952
1/21/2022,2.631653,2.697022,2.173175,2.209972,2.209972,720696781
1/22/2022,2.211897,2.257749,1.74192,2.026369,2.026369,947072410
1/23/2022,2.032421,2.149564,2.004942,2.115616,2.115616,523235829
1/24/2022,2.116259,2.128724,1.821794,2.08283,2.08283,649936409
1/25/2022,2.082943,2.16726,2.020316,2.107728,2.107728,451391241
1/26/2022,2.107376,2.346485,2.075185,2.165873,2.165873,747834946
1/27/2022,2.16467,2.344216,2.045728,2.252212,2.252212,842259573
1/28/2022,2.251461,2.304847,2.173597,2.285083,2.285083,554565156
1/29/2022,2.284904,2.412009,2.280783,2.365984,2.365984,467470462
1/30/2022,2.367723,2.558367,2.36407,2.510175,2.510175,714930328
1/31/2022,2.509864,2.843923,2.378163,2.826871,2.826871,1298641948
2/1/2022,2.825706,2.885366,2.664288,2.685899,2.685899,944425573
2/2/2022,2.686145,2.735977,2.518643,2.540952,2.540952,511701242
2/3/2022,2.539614,2.67154,2.448683,2.6656,2.6656,597009431
2/4/2022,2.664546,2.812408,2.587689,2.8093,2.8093,627217953
2/5/2022,2.809665,3.095803,2.784207,3.022903,3.022903,1087612182
2/6/2022,3.021156,3.376162,3.018314,3.300834,3.300834,1361489249
2/7/2022,3.300505,3.440765,3.227463,3.286359,3.286359,1172882592
2/8/2022,3.287772,3.478907,3.122432,3.477778,3.477778,1177952758
2/9/2022,3.472674,3.535259,3.265692,3.337861,3.337861,927141597
2/10/2022,3.338432,3.354046,3.104056,3.138746,3.138746,1051802657
2/11/2022,3.139757,3.268214,2.871145,2.920857,2.920857,823604631
2/12/2022,2.920529,3.010479,2.833245,2.90743,2.90743,675309434
2/13/2022,2.907001,2.964662,2.783011,2.835253,2.835253,492582795
2/14/2022,2.832307,2.885108,2.72765,2.844253,2.844253,473812111
2/15/2022,2.84442,3.326946,2.839275,3.319411,3.319411,990721340
2/16/2022,3.322388,3.397134,3.170402,3.26236,3.26236,1180747828
2/17/2022,3.260009,3.370244,3.024881,3.069059,3.069059,1337268363
2/18/2022,3.072615,3.171751,2.925362,2.967956,2.967956,848999368
2/19/2022,2.9674,3.030591,2.822605,2.889065,2.889065,530704827
2/20/2022,2.889216,2.889216,2.623237,2.691291,2.691291,677001753
2/21/2022,2.690949,2.949984,2.469291,2.476375,2.476375,1470406985
2/22/2022,2.477121,2.637157,2.391744,2.630242,2.630242,1081551708
2/23/2022,2.632177,2.789128,2.555177,2.567912,2.567912,956000554
2/24/2022,2.565778,2.662431,2.206844,2.58801,2.58801,1774341557
2/25/2022,2.588489,2.770808,2.531373,2.737225,2.737225,1080459324
2/26/2022,2.737709,2.818398,2.658471,2.678292,2.678292,615037917
2/27/2022,2.677822,2.744497,2.522629,2.55574,2.55574,823248456
2/28/2022,2.555306,2.851395,2.464713,2.84397,2.84397,931889136
3/1/2022,2.844408,2.920341,2.757107,2.836447,2.836447,1013552966
3/2/2022,2.836464,2.848663,2.70998,2.750725,2.750725,666404060
3/3/2022,2.750971,2.764769,2.591112,2.638322,2.638322,457737981
3/4/2022,2.638715,2.63872,2.448131,2.471031,2.471031,517382594
3/5/2022,2.472426,2.565994,2.417532,2.558077,2.558077,332506245
3/6/2022,2.558155,2.59062,2.41847,2.41847,2.41847,329879923
3/7/2022,2.418677,2.519707,2.311564,2.363887,2.363887,466944824
3/8/2022,2.363629,2.436043,2.347986,2.390705,2.390705,374429529
3/9/2022,2.391152,2.540369,2.391152,2.496429,2.496429,441931770
3/10/2022,2.49629,2.506542,2.340718,2.369795,2.369795,374516411
3/11/2022,2.369778,2.403603,2.304512,2.3053,2.3053,324204418
3/12/2022,2.305086,2.356943,2.305086,2.315029,2.315029,199113192
3/13/2022,2.314126,2.44249,2.242944,2.255743,2.255743,425281584
3/14/2022,2.255637,2.317528,2.235505,2.306341,2.306341,292920936
3/15/2022,2.30641,2.322367,2.231377,2.274275,2.274275,269325860
3/16/2022,2.274083,2.498348,2.249083,2.495636,2.495636,717618640
3/17/2022,2.49488,2.523573,2.418798,2.439806,2.439806,434293036
3/18/2022,2.439402,2.462896,2.357529,2.451226,2.451226,342490470
3/19/2022,2.451242,2.549351,2.429598,2.507496,2.507496,437495229
3/20/2022,2.507501,2.508888,2.377539,2.398793,2.398793,306048786
3/21/2022,2.398664,2.46789,2.359716,2.408082,2.408082,362021449
3/22/2022,2.40749,2.488383,2.393806,2.432864,2.432864,410278415
3/23/2022,2.432998,2.550144,2.410167,2.547805,2.547805,496691232
3/24/2022,2.545523,2.704904,2.538565,2.696579,2.696579,770910639
3/25/2022,2.695988,2.718272,2.57738,2.591185,2.591185,412463090
3/26/2022,2.591114,2.626311,2.557903,2.615953,2.615953,223257949
3/27/2022,2.616049,2.734919,2.590948,2.734919,2.734919,355408317
3/28/2022,2.734882,2.81403,2.672725,2.683382,2.683382,504751221
3/29/2022,2.680171,2.780255,2.637127,2.695397,2.695397,458899617
3/30/2022,2.695183,2.744322,2.613058,2.70283,2.70283,416993129
3/31/2022,2.702271,2.837526,2.591851,2.609435,2.609435,711870075
4/1/2022,2.610442,2.679745,2.468421,2.649021,2.649021,523971923
4/2/2022,2.649135,2.761261,2.626197,2.640642,2.640642,525203593
4/3/2022,2.639704,2.762726,2.60656,2.722449,2.722449,405251894
4/4/2022,2.722491,2.743168,2.564706,2.657678,2.657678,444850224
4/5/2022,2.658062,2.681736,2.557405,2.558193,2.558193,334958507
4/6/2022,2.558452,2.560869,2.325485,2.330967,2.330967,552145015
4/7/2022,2.331425,2.431231,2.305367,2.416407,2.416407,287091825
4/8/2022,2.416269,2.440382,2.254155,2.26715,2.26715,268299408
4/9/2022,2.266676,2.339958,2.266676,2.339268,2.339268,182102350
4/10/2022,2.339378,2.348933,2.266233,2.272238,2.272238,171956972
4/11/2022,2.271584,2.280966,2.04572,2.055508,2.055508,323027141
4/12/2022,2.057098,2.192189,2.055056,2.153636,2.153636,277835414
4/13/2022,2.153283,2.212506,2.113025,2.201286,2.201286,216991854
4/14/2022,2.200854,2.23523,2.100408,2.117604,2.117604,269798320
4/15/2022,2.117844,2.152222,2.107485,2.143937,2.143937,201367474
4/16/2022,2.143889,2.184819,2.117178,2.152566,2.152566,159910112
4/17/2022,2.152337,2.154882,2.047191,2.055398,2.055398,155219617
4/18/2022,2.055801,2.094372,1.971497,2.087648,2.087648,246821042
4/19/2022,2.087704,2.196689,2.069168,2.165387,2.165387,310916827
4/20/2022,2.165404,2.222984,2.077901,2.10506,2.10506,344792085
4/21/2022,2.104758,2.159223,2.005927,2.027725,2.027725,280170330
4/22/2022,2.027447,2.078392,2.015937,2.038769,2.038769,208201164
4/23/2022,2.038819,2.046819,2.002124,2.011846,2.011846,169847131
4/24/2022,2.011467,2.025578,1.967223,2.001583,2.001583,200699515
4/25/2022,2.002224,2.003885,1.855495,1.979893,1.979893,311552030
4/26/2022,1.979332,2.004161,1.791904,1.806895,1.806895,251827452
4/27/2022,1.807389,1.885767,1.799823,1.845388,1.845388,207930819
4/28/2022,1.84513,1.863195,1.788217,1.804554,1.804554,227486803
4/29/2022,1.804648,1.814812,1.631599,1.66676,1.66676,265444051
4/30/2022,1.666937,1.69205,1.362521,1.430102,1.430102,297886815
5/1/2022,1.430233,1.555809,1.413863,1.5334,1.5334,315176629
5/2/2022,1.532893,1.577938,1.440704,1.506592,1.506592,283610434
5/3/2022,1.506421,1.583858,1.454214,1.474996,1.474996,245542870
5/4/2022,1.475566,1.654661,1.47372,1.638589,1.638589,316439680
